Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),IncidentResolutionLevels,financial_scaled,user_scaled,time_scaled,vulnerabilityScore,attackContext,industryRisk,defense
0,2015,2,1,20.96,248083,0,0,2,70,Slow,0.2056488089255202,0.24785455724566685,0.971830985915493,0.37576754365157344,2,4,12
4,2015,0,3,33.96,931456,0,3,0,22,Moderate,0.3363152075585486,0.931767164292627,0.295774647887324,0.5663878783179351,0,15,0
3,2015,1,2,71.91,789673,3,2,1,31,Moderate,0.7177605789526585,0.7898722091730376,0.4225352112676057,0.6875601575037996,19,10,6
1,2015,3,3,84.83,794914,1,0,3,34,Moderate,0.8476228766710223,0.7951173475872464,0.46478873239436624,0.7500538361821808,9,12,18
4,2015,3,5,84.77,779922,2,3,1,50,Slow,0.8470198009850236,0.7801135095590421,0.6901408450704226,0.788881493231711,15,23,16
7,2015,5,4,56.07,837322,1,3,0,25,Moderate,0.5585485978490301,0.8375588339199629,0.33802816901408456,0.6260486065104142,11,19,25
7,2015,0,3,20.92,807631,2,2,3,56,Slow,0.2052467584681878,0.8078443892230971,0.7746478873239437,0.5601660365413027,12,14,3
8,2015,1,2,68.8,284512,2,0,1,23,Moderate,0.6865011558950649,0.2843123224223913,0.3098591549295775,0.45029722231289804,13,8,6
2,2015,4,2,86.88,99312,3,3,0,60,Slow,0.8682279626093075,0.09896608424046574,0.8309859154929577,0.5530748018385009,22,11,20
8,2015,4,2,30.74,744505,2,1,1,43,Slow,0.30395014574329077,0.7446685434808064,0.5915492957746479,0.5377573348445684,16,9,21
7,2015,0,0,40.64,259321,2,0,0,62,Slow,0.4034576339330586,0.259101431029082,0.8591549295774649,0.43685461190034924,12,0,0
2,2015,4,6,32.65,313384,1,0,1,51,Slow,0.32314805508091266,0.31320712041800985,0.7042253521126761,0.3953871406221042,10,24,21
4,2015,2,1,81.5,697275,2,2,2,59,Slow,0.8141521760981004,0.6974012495859233,0.8169014084507042,0.7680016519637504,14,6,12
6,2015,1,0,2.63,418914,2,1,3,53,Slow,0.021409186852950048,0.418820449334525,0.7323943661971831,0.32257072771442663,13,1,8
8,2015,3,4,24.17,64082,3,0,1,16,Moderate,0.23791335812644493,0.06370826582173335,0.2112676056338028,0.16290217070603188,21,16,16
7,2015,0,4,66.09,467190,2,0,0,25,Moderate,0.6592622374107951,0.46713456917507923,0.33802816901408456,0.5181643564371667,12,16,0
1,2015,1,3,23.01,686119,1,2,4,25,Moderate,0.22625389486380545,0.6862364405515953,0.33802816901408456,0.4326017679689772,7,14,9
3,2015,3,5,44.29,427167,1,1,2,11,Fast,0.44014473816463967,0.42707996609324766,0.14084507042253522,0.375058895787662,9,21,17
3,2015,1,2,17.3,610049,0,0,0,37,Slow,0.16886119207960604,0.61010637392903,0.5070422535211268,0.4129954771076798,1,8,5
1,2015,5,4,86.67,694491,3,1,3,65,Slow,0.8661171977083125,0.6946150512754564,0.9014084507042254,0.8045745897343527,23,17,28
1,2015,5,5,74.74,562552,2,1,2,37,Slow,0.7462056488089256,0.5625718692048026,0.5070422535211268,0.6249194579097167,17,21,27
0,2015,0,2,11.89,731839,3,3,0,14,Moderate,0.11448386772539955,0.7319925421157294,0.18309859154929578,0.37521028224631076,18,11,0
6,2015,2,1,50.99,685261,2,1,0,36,Moderate,0.507488189767816,0.6853777630550505,0.49295774647887325,0.5757379304249213,14,5,10
5,2015,4,3,1.48,818172,3,0,4,30,Moderate,0.009850236204643682,0.8183937126392724,0.4084507042253521,0.41298772038263687,22,12,24
8,2015,2,3,82.54,34240,1,2,2,45,Slow,0.8246054879887428,0.03384270189179263,0.619718309859155,0.46732293792404517,8,14,12
3,2015,2,3,79.58,856278,0,3,3,71,Slow,0.7948537541461455,0.8565298020137889,0.9859154929577465,0.857736521055523,2,15,13
9,2015,4,3,43.81,905935,3,1,4,60,Slow,0.435320132676651,0.9062260123237235,0.8309859154929577,0.7028156410987414,22,13,24
3,2015,3,3,41.92,383484,3,1,4,52,Slow,0.4163232485676953,0.38336247299119014,0.7183098591549296,0.4635362604545401,21,13,19
0,2015,1,5,99.41,120048,1,3,1,12,Fast,0.9941702683686804,0.11971845786325412,0.15492957746478872,0.4765414059857316,7,23,6
3,2015,1,0,20.27,987350,1,3,1,4,Fast,0.19871343853653636,0.9877052994812908,0.04225352112676056,0.483018199432483,7,3,6
5,2015,2,0,38.1,187807,2,1,4,37,Slow,0.37792742989245154,0.18753096192896196,0.5070422535211268,0.32759180743279076,14,1,14
8,2015,4,0,13.49,345825,0,3,0,6,Fast,0.13056588601869537,0.34567373657816025,0.07042253521126761,0.2045803560809958,4,3,20
1,2015,4,5,89.93,673959,0,3,3,39,Slow,0.8988843099809027,0.6740668387357626,0.5352112676056339,0.736222713007793,4,23,23
9,2015,5,1,98.78,140958,1,0,0,51,Slow,0.9878379736656951,0.1406449688804467,0.7042253521126761,0.592238247440992,11,4,25
7,2015,1,4,95.33,282598,3,3,4,21,Moderate,0.953161121720776,0.28239681108394526,0.28169014084507044,0.5505612012909027,19,19,9
6,2015,0,2,82.12,55055,0,1,4,44,Slow,0.8203839581867526,0.054674137894799,0.6056338028169015,0.47114999899600096,0,9,4
0,2015,5,5,55.78,852650,2,0,0,50,Slow,0.5556337320333703,0.8528989372614993,0.6901408450704226,0.7014412367320324,17,20,25
1,2015,4,5,91.03,879260,0,0,1,16,Moderate,0.9099406975575436,0.8795299491298635,0.2112676056338028,0.7580417798017234,4,20,21
1,2015,1,4,74.03,956965,0,1,2,40,Slow,0.7390692531912756,0.9572963067860543,0.5492957746478874,0.7884053789205094,1,17,7
8,2015,1,2,57.81,767562,3,3,1,61,Slow,0.5760377927429893,0.7677437498186069,0.8450704225352113,0.7065267015316807,19,11,6
7,2015,2,4,30.93,568075,3,2,2,22,Moderate,0.30585988541561965,0.5680992302927009,0.295774647887324,0.4087385758607931,20,18,12
7,2015,5,4,47.8,645774,0,0,3,7,Fast,0.47542466579555737,0.6458595832111537,0.08450704225352114,0.46541510805338865,5,16,28
6,2015,1,3,5.79,821803,3,0,3,40,Slow,0.053171172982209275,0.8220275797604311,0.5492957746478874,0.45993865602663364,19,12,8
9,2015,5,6,88.6,916744,2,0,1,47,Slow,0.8855161322746005,0.9170435473588662,0.647887323943662,0.8506013366421191,17,24,26
8,2015,5,6,38.72,943070,0,3,4,36,Moderate,0.38415921198110364,0.9433903349742948,0.49295774647887325,0.629611368077934,5,27,29
2,2015,1,5,19.36,457790,0,3,2,39,Slow,0.18956679063222437,0.4577271467187612,0.5352112676056339,0.36595982846152103,1,23,7
2,2015,2,0,66.47,623301,0,0,4,40,Slow,0.6630817167554529,0.6233688380131924,0.5492957746478874,0.6244393768370358,2,0,14
3,2015,5,2,12.92,344516,1,3,4,28,Moderate,0.12483666700170871,0.34436370296163676,0.3802816901408451,0.2637364860135072,11,11,29
2,2015,1,5,73.45,701505,0,0,1,36,Moderate,0.7332395215599559,0.7016345896912665,0.49295774647887325,0.6725411937962636,1,20,6
0,2015,1,0,8.24,242247,1,0,1,29,Moderate,0.07779676349381848,0.24201394900576556,0.3943661971830986,0.20679752443645336,7,0,6
2,2015,0,2,22.71,303975,2,0,3,2,Fast,0.22323851643381248,0.3037906908550847,0.014084507042253521,0.21362858432400958,12,8,3
6,2015,3,1,2.43,552342,3,3,4,62,Slow,0.019398934566288075,0.5523538071538444,0.8591549295774649,0.400532082603546,21,7,19
7,2015,1,1,24.47,977607,0,3,0,62,Slow,0.24092873655643784,0.9779546061842794,0.8591549295774649,0.65938432301178,1,7,5
8,2015,3,3,81.75,98634,3,0,4,5,Fast,0.8166649914564279,0.09828754887606322,0.056338028169014086,0.3772486217667993,21,12,19
4,2015,1,3,90.91,654633,2,2,1,43,Slow,0.9087345461855464,0.6547255784814219,0.5915492957746479,0.743693909021717,13,14,6
9,2015,2,4,38.92,820182,2,2,1,16,Moderate,0.38616946426776566,0.8204052997815277,0.2112676056338028,0.5248834267464779,14,18,11
5,2015,1,6,4.52,252949,1,1,3,51,Slow,0.040406070961905724,0.252724399551246,0.7042253521126761,0.25809725862779587,7,25,8
5,2015,4,2,56.3,59582,2,1,4,56,Slow,0.5608603879786913,0.05920471251817685,0.7746478873239437,0.40295561766353605,16,9,24
2,2015,5,6,75.91,605020,1,1,1,43,Slow,0.7579656246858981,0.6050734029148999,0.5915492957746479,0.6635254701952489,11,25,26
1,2015,3,5,19.93,355008,0,1,1,31,Moderate,0.195296009649211,0.3548639876862845,0.4225352112676057,0.3045710411877194,3,21,16
0,2015,3,3,76.4,108767,2,1,4,48,Slow,0.76289074278822,0.10842855012604946,0.6619718309859155,0.4809220833628909,15,13,19
6,2015,4,0,6.57,443408,0,2,2,71,Slow,0.06101115690019098,0.44333379036059456,0.9859154929577465,0.39892107749586353,4,2,22
1,2015,5,0,89.39,988268,3,3,4,44,Slow,0.8934566288069153,0.9886240243552163,0.6056338028169015,0.873959021828233,23,3,29
6,2015,0,5,11.69,680720,2,3,2,2,Fast,0.11247361543873756,0.6808331773769505,0.014084507042253521,0.32013961853472594,12,23,2
5,2015,1,6,1.52,913114,1,1,4,15,Moderate,0.010252286661976081,0.9134106810273306,0.19718309859154928,0.4089018067940326,7,25,9
5,2015,2,6,48.58,358210,2,3,0,11,Fast,0.48326464971353905,0.3580685160591707,0.14084507042253522,0.364702280393591,14,27,10
4,2015,4,4,6.74,742272,2,3,1,64,Slow,0.06271987134385365,0.7424337802526194,0.8873239436619719,0.49952624937098367,16,19,21
6,2015,5,0,20.69,344789,3,3,0,69,Slow,0.20293496833852653,0.3446369185287192,0.9577464788732395,0.4105780505215462,23,3,25
0,2015,0,3,4.49,713160,0,1,2,26,Moderate,0.04010453311890643,0.7132987927474778,0.35211267605633806,0.37178386555782134,0,13,2
5,2015,5,2,56.84,631420,2,1,3,68,Slow,0.5662880691526787,0.6314942489624313,0.943661971830986,0.6678453216122413,17,9,28
7,2015,5,1,23.49,642834,3,2,1,34,Moderate,0.23107850035179417,0.6429172617194967,0.46478873239436624,0.4425560513073896,23,6,26
3,2015,5,4,70.18,596168,2,3,2,15,Moderate,0.7003718966730326,0.5962144131719928,0.19718309859154928,0.5580711436563199,17,19,27
2,2015,4,4,86.82,748040,1,2,3,18,Moderate,0.8676248869233089,0.7482063347981558,0.23943661971830985,0.694219812632248,10,18,23
9,2015,4,5,74.68,498089,1,2,2,18,Moderate,0.7456025731229271,0.4980579677365442,0.23943661971830985,0.5453515402874506,10,22,22
5,2015,2,1,79.89,416328,2,3,2,55,Slow,0.7979696451904715,0.4162324073694145,0.7605633802816901,0.6377934970802925,14,7,12
0,2015,0,1,51.54,297721,2,2,1,29,Moderate,0.5130163835561363,0.2975317525527642,0.3943661971830986,0.4030924938801799,12,6,1
8,2015,0,2,11.68,890414,2,1,0,28,Moderate,0.11237310282440446,0.8906927565849456,0.3802816901408451,0.4772826817919091,12,9,0
4,2015,3,0,58.78,861637,3,0,4,15,Moderate,0.5857875163332998,0.8618930336035132,0.19718309859154928,0.6185088396930352,21,0,19
8,2015,2,0,64.88,976213,3,0,3,28,Moderate,0.6471002110764901,0.9765595054498,0.3802816901408451,0.725520224638685,20,0,13
8,2015,0,6,85.23,193852,1,3,4,54,Slow,0.8516433812443462,0.19358073520007288,0.7464788732394366,0.567385421225655,6,27,4
2,2015,4,4,60.43,962452,2,1,2,34,Moderate,0.6023720976982612,0.9627876394475242,0.46478873239436624,0.7190216413371874,16,17,22
4,2015,0,4,91.79,846200,3,0,0,26,Moderate,0.9175796562468591,0.8464438441930684,0.35211267605633806,0.7760319353872386,18,16,0
5,2015,3,4,25.47,741259,0,1,1,18,Moderate,0.25097999798974774,0.7414199803645076,0.23943661971830985,0.4448473152853641,3,17,16
8,2015,3,6,21.8,312051,2,1,4,41,Slow,0.2140918685295005,0.31187306785053415,0.5633802816901409,0.32306203089004204,15,25,19
6,2015,5,0,73.94,274703,2,0,2,6,Fast,0.7381646396622776,0.27449557701026117,0.07042253521126761,0.419148593711269,17,0,27
3,2015,0,0,85.36,50427,0,3,2,5,Fast,0.8529500452306765,0.05004248351949689,0.056338028169014086,0.3724646171338722,0,3,2
6,2015,3,0,87.5,429920,2,3,2,37,Slow,0.8744597446979597,0.42983513992540123,0.5070422535211268,0.6231264045535697,15,3,17
9,2015,0,3,62.99,232622,2,2,1,33,Moderate,0.6281033269675345,0.2323813488842697,0.4507042253521127,0.4343347154111442,12,14,1
9,2015,4,0,33.75,58037,1,0,4,13,Moderate,0.33420444265755356,0.05765849255062245,0.16901408450704225,0.19054799098467887,10,0,24
5,2015,5,0,95.81,42883,3,3,2,37,Slow,0.9579857272087648,0.04249252660349016,0.5070422535211268,0.5015997522291274,23,3,27
1,2015,4,3,61.91,961557,1,1,3,64,Slow,0.6172479646195598,0.9618919327349279,0.8873239436619719,0.8091207476741894,10,13,23
4,2015,2,5,85.34,819676,0,3,1,59,Slow,0.8527490200020104,0.8198989002322833,0.8169014084507042,0.8324394497838583,2,23,11
8,2015,3,5,77.58,270326,2,0,3,24,Moderate,0.7747512312795256,0.2701151208303352,0.323943661971831,0.48273527323831056,15,20,18
5,2015,1,6,14.09,28398,1,3,2,22,Moderate,0.13659664287868128,0.02799608891415327,0.295774647887324,0.12499202229459863,7,27,7
8,2015,2,5,7.92,657442,2,0,3,29,Moderate,0.07458035983515932,0.6575367965324641,0.3943661971830986,0.3717201019836691,14,20,13
0,2015,4,6,17.38,75314,3,1,2,6,Fast,0.1696652929942708,0.0749491348674104,0.07042253521126761,0.111930278186926,22,25,22
8,2015,3,4,15.27,407233,1,1,1,72,Slow,0.14845713136998695,0.4071302257481153,1.0,0.42223494284724095,9,17,16
7,2015,2,1,98.58,816455,3,1,0,40,Slow,0.9858277213790332,0.8166753568565599,0.5492957746478874,0.8308603862238149,20,5,10
6,2015,1,5,9.75,559143,2,0,4,69,Slow,0.0929741682581164,0.5591601773799528,0.9577464788732395,0.45240303402987564,13,20,9
3,2015,3,2,41.88,913027,1,1,1,68,Slow,0.41592119811036293,0.9133236123301285,0.943661971830986,0.7204303185423939,9,9,16
2,2015,0,1,94.74,103079,2,0,1,57,Slow,0.9472308774751231,0.10273605875035403,0.7887323943661972,0.5777332533634303,12,4,1
6,2015,5,1,61.87,244406,2,0,4,43,Slow,0.6168459141622273,0.2441746538018497,0.5915492957746479,0.4627180863405604,17,4,29
3,2015,4,4,84.02,824619,3,0,3,21,Moderate,0.8394813549100413,0.8248458033388344,0.28169014084507044,0.7220688914685645,22,16,23
9,2015,0,4,45.91,772018,0,2,2,46,Slow,0.4564277816866017,0.7722032683787509,0.6338028169014085,0.6182129834064228,0,18,2
3,2015,5,4,87.78,6456,0,0,3,69,Slow,0.8772740978992865,0.006036763006011744,0.9577464788732395,0.5448736401367673,5,16,28
6,2015,1,1,17.19,899381,1,1,3,66,Slow,0.16775555332194195,0.8996668371344991,0.9154929577464789,0.6100675477318722,7,5,8
5,2015,1,5,89.95,917351,3,3,2,43,Slow,0.8990853352095689,0.9176510266600348,0.5915492957746479,0.8450044039027711,19,23,7
1,2015,2,0,74.27,551388,3,1,2,51,Slow,0.7414815559352699,0.5513990538534904,0.7042253521126761,0.6579973143380393,20,1,12
3,2015,1,4,91.94,899215,0,2,1,59,Slow,0.9190873454618556,0.8995007060570791,0.8169014084507042,0.8908155022977148,1,18,6
7,2015,4,4,41.79,7290,1,2,0,32,Moderate,0.415016584581365,0.006871421551604216,0.4366197183098592,0.25607914611515953,10,18,20
5,2015,2,3,29.54,837320,3,0,4,14,Moderate,0.29188863202331894,0.8375568323407169,0.18309859154929578,0.4883979040554735,20,12,14
9,2015,0,4,94.14,854005,3,3,0,14,Moderate,0.9412001206151372,0.8542550072006814,0.18309859154929578,0.7548017694361866,18,19,0
5,2015,4,1,96.03,898251,0,2,1,70,Slow,0.960197004724093,0.898535944860495,0.971830985915493,0.9378593770169339,4,6,21
6,2015,2,6,79.88,104759,0,3,0,12,Fast,0.7978691325761383,0.10441738531701514,0.15492957746478872,0.3919005226502192,2,27,10
5,2015,0,1,21.74,513867,3,3,3,34,Moderate,0.2134887928435019,0.5138484264084363,0.46478873239436624,0.3838926341796486,18,7,3
8,2015,2,4,53.07,538338,2,3,4,1,Fast,0.5283948135491005,0.5383387492731766,0.0,0.42669342512891084,14,19,14
1,2015,0,0,18.87,976838,3,2,3,65,Slow,0.18464167252990255,0.9771849989641828,0.9014084507042254,0.6450123587384793,18,2,3
9,2015,2,5,95.66,377602,2,3,3,15,Moderate,0.9564780379937683,0.37747582842863026,0.19718309859154928,0.5730181662872693,14,23,13
7,2015,1,3,63.09,80855,2,3,0,53,Slow,0.6291084531108655,0.08049451016852296,0.7323943661971831,0.43032005855119204,13,15,5
0,2015,0,6,14.55,470471,2,1,4,53,Slow,0.14122022313800386,0.4704181599281834,0.7323943661971831,0.39113422646591156,12,25,4
8,2015,3,4,30.26,256396,0,3,2,29,Moderate,0.2991255402553021,0.25617412138177026,0.3943661971830986,0.3009931040914487,3,19,17
4,2015,0,4,76.99,252225,3,1,1,67,Slow,0.7688209870338728,0.2519998278641849,0.9295774647887325,0.5942438189169696,18,17,1
3,2015,5,5,61.41,694844,1,1,1,43,Slow,0.6122223339029048,0.6949683300123798,0.5915492957746479,0.6411861247210435,11,21,26
3,2015,0,0,51.64,538890,2,3,1,59,Slow,0.5140215096994674,0.5388911851450795,0.8169014084507042,0.5845453596279596,12,3,1
2,2015,4,2,57.59,887037,1,1,4,39,Slow,0.5738265152276611,0.8873130900280322,0.5352112676056339,0.6914980956234043,10,9,24
1,2015,3,0,43.4,191625,0,0,4,65,Slow,0.43119911548899387,0.19135197670962392,0.9014084507042254,0.42930212702029225,3,0,19
9,2015,3,2,82.4,197305,1,1,0,34,Moderate,0.8231983113880793,0.19703646176833522,0.46478873239436624,0.5010516557414391,9,9,15
1,2015,4,0,63.14,545908,1,0,0,2,Fast,0.629611016182531,0.5459147267193816,0.014084507042253521,0.47302719856921577,10,0,20
7,2015,2,2,46.76,713342,3,2,2,36,Moderate,0.46497135390491506,0.7134809364588661,0.49295774647887325,0.5699724654412871,20,10,12
3,2015,5,1,65.83,691903,3,3,4,54,Slow,0.6566489094381345,0.6920250077310999,0.7464788732394366,0.6887653415155811,23,7,29
4,2015,1,1,75.2,461291,1,0,0,5,Fast,0.7508292290682481,0.4612309111889281,0.056338028169014086,0.49609166173667335,7,4,5
7,2015,3,2,24.06,867302,3,0,3,55,Slow,0.2368077193687808,0.8675625068178794,0.7605633802816901,0.5938607665310021,21,8,18
8,2015,3,4,85.58,17229,0,2,0,30,Moderate,0.8551613227460046,0.01681826961472602,0.4084507042253521,0.43048197778936276,3,18,15
9,2015,2,4,46.27,117231,3,1,0,28,Moderate,0.4600462358025933,0.11689923349522774,0.3802816901408451,0.30683452574729747,20,17,10
8,2015,1,4,82.45,435994,2,1,2,51,Slow,0.8237008744597448,0.4359139360955795,0.7042253521126761,0.6446909946446651,13,17,7
7,2015,4,2,2.73,465465,2,1,2,60,Slow,0.022414312996281036,0.46540820707538255,0.8309859154929577,0.361326191127257,16,9,22
7,2015,2,4,95.04,566542,3,2,3,58,Slow,0.9502462559051162,0.5665650198006227,0.8028169014084507,0.7672878905639857,20,18,13
7,2015,0,6,57.21,609196,3,0,4,4,Fast,0.5700070358830034,0.6092527003806003,0.04225352112676056,0.4801545987307936,18,24,4
9,2015,5,0,42.77,117454,1,1,3,19,Moderate,0.4248668207860087,0.11712240958115955,0.25352112676056343,0.26749991749898,11,1,28
5,2015,5,6,63.72,916516,0,0,2,68,Slow,0.6354407478138507,0.9168153673248194,0.943661971830986,0.8096348404216653,5,24,27
4,2015,4,6,99.83,419344,0,3,3,59,Slow,0.9983917981706705,0.4192507888724204,0.8169014084507042,0.7304373165073772,4,27,23
2,2015,3,2,42.73,310574,2,3,3,65,Slow,0.42446477032867624,0.31039490157734456,0.9014084507042254,0.47422555890325346,15,11,18
3,2015,5,4,43.86,72222,3,2,3,64,Slow,0.43582269574831645,0.07185469335305557,0.8873239436619719,0.38053574437294324,23,18,28
6,2015,0,0,59.13,182440,1,3,3,8,Fast,0.5893054578349584,0.18215972402225358,0.09859154929577466,0.32830438260203976,6,3,3
3,2015,5,2,14.72,540718,1,3,0,6,Fast,0.14292893758166653,0.5407206285759465,0.07042253521126761,0.28754433350529873,11,11,25
6,2015,3,1,58.86,587851,2,0,2,6,Fast,0.5865916172479647,0.5878908458773973,0.07042253521126761,0.4838774922923983,15,4,17
9,2015,0,4,66.39,365006,1,2,4,47,Slow,0.662277615840788,0.3648698823371641,0.647887323943662,0.5404364640599133,6,18,4
7,2015,1,2,54.59,728308,3,3,3,10,Fast,0.5436727309277315,0.728458753956872,0.1267605633802817,0.5342047066298977,19,11,8
3,2015,3,5,84.86,190100,2,3,0,69,Slow,0.8479244145140216,0.18982577253452976,0.9577464788732395,0.6066493705940685,15,23,15
9,2015,4,2,13.92,366147,0,2,4,38,Slow,0.13488792843501862,0.3660117832970214,0.5211267605633804,0.3045852368054921,4,10,24
8,2015,5,0,6.96,474585,2,1,3,34,Moderate,0.06493114885918183,0.47453540843725706,0.46478873239436624,0.30874436939744887,17,1,28
9,2015,4,6,20.73,297209,2,0,3,66,Slow,0.20333701879585891,0.29701934826578175,0.9154929577464789,0.383241138373952,16,24,23
1,2015,0,4,43.51,940656,3,2,0,41,Slow,0.432304754246658,0.9409744288243425,0.5633802816901409,0.6619877295664285,18,18,0
9,2015,0,1,66.04,75167,1,1,4,13,Moderate,0.6587596743391296,0.07480201879282755,0.16901408450704225,0.32722749415419133,6,5,4
0,2015,0,4,61.01,419127,3,0,3,26,Moderate,0.6082018293295809,0.4190336175242267,0.35211267605633806,0.4813167139527907,18,16,3
7,2015,4,5,46.96,672033,0,0,1,2,Fast,0.4669816061915771,0.6721393179218403,0.014084507042253521,0.4584652710538177,4,20,21
9,2015,5,1,28.19,239853,1,1,2,64,Slow,0.2783194290883506,0.2396180586482735,0.8873239436619719,0.384639783827044,11,5,27
0,2015,1,3,42.15,680874,3,3,1,8,Fast,0.4186350386973565,0.6809872989788944,0.09859154929577466,0.4595672449296553,19,15,6
8,2015,2,6,71.9,733671,1,3,4,20,Moderate,0.7176600663383256,0.7338259887050883,0.26760563380281693,0.634115548777929,8,27,14
6,2015,2,6,95.8,23469,1,3,3,64,Slow,0.9578852145944317,0.023063196862324376,0.8873239436619719,0.5698441533150967,8,27,13
7,2015,0,6,96.39,238356,3,3,0,3,Fast,0.9638154588400846,0.2381198765826237,0.02816901408450704,0.4864079369859847,18,27,0
5,2015,2,4,76.97,224983,2,2,0,42,Slow,0.7686199618052066,0.22473631695407678,0.5774647887323944,0.5128354692501923,14,18,10
1,2015,1,1,37.54,49473,1,0,3,51,Slow,0.372298723489798,0.049087730219142915,0.7042253521126761,0.30939965190611163,7,4,8
5,2015,1,0,34.51,970056,0,1,3,30,Moderate,0.341843401346869,0.9703976437409116,0.4084507042253521,0.6065865588801828,1,1,8
7,2015,0,6,83.28,236346,1,1,0,55,Slow,0.832043421449392,0.23610828944036846,0.7605633802816901,0.5793733604122423,6,25,0
9,2015,1,5,41.34,677462,3,1,0,45,Slow,0.4104935169363756,0.6775726047851756,0.619718309859155,0.5591701106604515,19,21,5
9,2015,2,5,24.93,448426,2,2,4,36,Moderate,0.24555231681576042,0.44835575268887157,0.49295774647887325,0.37615477709762746,14,22,14
6,2015,5,4,36.98,452892,3,2,4,17,Moderate,0.3666700170871444,0.4528252791452457,0.22535211267605634,0.3728685410281673,23,18,29
8,2015,4,6,22.58,368441,0,2,0,71,Slow,0.22193185244748218,0.3683075946922122,0.9859154929577465,0.4332788774474271,4,26,20
7,2015,4,6,64.68,716832,0,0,4,67,Slow,0.6450899587898282,0.7169736922431799,0.9295774647887325,0.7307409533709497,4,24,24
3,2015,1,5,83.45,573985,1,2,0,45,Slow,0.8337521358930546,0.5740138969647052,0.619718309859155,0.687050075114935,7,22,5
6,2015,4,5,95.38,769596,2,2,4,65,Slow,0.9536636847924415,0.7697793559118145,0.9014084507042254,0.8696589064225475,16,22,24
3,2015,3,0,83.27,288526,0,1,2,66,Slow,0.8319429088350588,0.28832949196916374,0.9154929577464789,0.6312075518709848,3,1,17
